,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid0_cycle2_run14,263298,263946,271722,279066,264162,271290,278850,271074,271938,279498,264378,272154,263514,279714,279282,279930,271506,256602,263730,256170
grid0_cycle3_run14,263946,271722,263298,264162,271938,271074,272154,264378,256170,279498,256386,263514,263730,255522,279714,271290,271506,279930,271716,263940
grid0_cycle4_run14,263946,263298,271722,264378,264162,272154,279498,256170,271938,278850,263940,279930,271074,279714,255522,263514,279066,271716,256164,256386
grid0_cycle5_run14,263298,263946,263514,271074,264162,279066,279498,271722,271290,264378,279714,255522,278850,271938,272154,279930,256170,279282,255738,263730
grid0_cycle1_run15,264378,264162,279930,256602,272154,279714,256386,271938,264366,263946,263730,279918,264372,278634,264360,279912,263514,279924,277338,264150
grid0_cycle2_run15,279066,278850,263514,271290,263298,271074,255738,255522,256602,264378,279060,278844,272154,263508,271284,271068,263292,255732,255516,279282
grid0_cycle3_run15,271938,264162,264378,263946,271722,271506,271290,263730,263514,263298,271074,270858,272154,278634,263082,279930,256386,256602,279066,256170
grid0_cycle4_run15,271722,263946,279930,271938,272154,279066,271506,271290,271074,264378,264162,263730,256170,263298,263514,255522,279282,278850,255738,256602
grid0_cycle5_run15,279066,278850,263514,263298,271290,271074,255738,255522,256602,264378,256386,264162,279060,263730,263946,279930,255954,256170,263508,278634
grid0_cycle1_run16,277326,277320,279918,278616,278622,279912,279882,277284,278580,278586,279876,277290,276030,276024,275988,275994,279840,277248,278544,277254
grid0_cycle2_run16,279918,279708,278844,263292,279912,279060,279924,279276,278622,279492,272142,248814,278838,264360,264366,256590,279882,271932,279702,279054
grid0_cycle3_run16,279924,279708,279492,279060,279276,279918,272148,264366,277764,271932,256590,277980,272142,278412,278196,278628,279702,271284,271716,271500
grid0_cycle4_run16,279924,279708,279060,278628,264372,272148,256596,278412,279918,263076,270852,278844,277764,256584,255300,279276,264360,272136,264366,272142
grid0_cycle5_run16,279924,279708,279060,255954,272148,279276,271932,255948,256380,279492,279066,256164,255738,271500,256596,279930,279282,279714,271284,271290
grid0_cycle1_run17,256584,264360,256602,272136,279912,256590,264378,279930,272154,264366,272142,279918,277320,253992,261768,269544,277338,255288,263064,254010
grid0_cycle2_run17,263496,263280,264360,263712,263730,263724,263502,263718,263286,256584,264366,263508,263514,264372,264144,263298,263292,264378,255936,256590
grid0_cycle3_run17,263730,263514,263298,262434,263724,262002,255954,262218,279282,263508,263292,271506,255948,263502,263286,263718,263712,255522,255936,263496
grid0_cycle4_run17,263514,263940,263508,262650,263298,263730,263724,263946,262434,263292,270426,270210,262644,262218,256164,264372,255738,264156,262002,255954
grid0_cycle5_run17,263946,264378,264162,271722,271938,263940,263730,263514,264156,272154,279714,264372,263508,279498,263724,262650,263298,271506,271932,279930
grid0_cycle1_run18,254646,254214,254430,254178,278844,254394,255516,255510,254640,278808,271032,254220,279060,254388,255480,277548,254184,271068,254208,254424
grid0_cycle2_run18,254226,254658,254652,254442,254220,254436,255522,254646,254214,262428,270204,254430,277980,255516,277764,262434,269988,270210,277986,255738
grid0_cycle3_run18,263082,255306,270858,254442,254658,256602,254226,254874,255522,264378,255738,269994,255954,272154,270426,256170,270210,269778,262650,271290
grid0_cycle4_run18,263082,255306,270858,272154,278634,264378,262866,271722,271938,278202,270642,262650,270426,271290,279498,279930,262434,255090,256602,271074
