,0
grid0_cycle1_run0,6.054024388674544
grid0_cycle2_run0,8.961965050504647
grid0_cycle3_run0,10.451857341789568
grid0_cycle4_run0,10.769624929566513
grid0_cycle5_run0,10.822343701558353
grid0_cycle1_run1,10.811384979171539
grid0_cycle2_run1,10.853342579549317
grid0_cycle3_run1,10.853342579549317
grid0_cycle4_run1,10.853342579549317
grid0_cycle5_run1,10.853342579549317
grid0_cycle1_run2,10.84273950532203
grid0_cycle2_run2,10.84273950532203
grid0_cycle3_run2,10.84273950532203
grid0_cycle4_run2,10.885546574827687
grid0_cycle5_run2,11.023646142451948
grid0_cycle1_run3,10.903397233116701
grid0_cycle2_run3,10.903397233116701
grid0_cycle3_run3,10.903397233116701
grid0_cycle4_run3,10.903397233116701
grid0_cycle5_run3,10.977437048543887
grid0_cycle1_run4,10.78134581477186
grid0_cycle2_run4,10.78534019905903
grid0_cycle3_run4,10.850126348330107
grid0_cycle4_run4,10.850126348330107
grid0_cycle5_run4,10.850126348330107
grid0_cycle1_run5,10.600967364026323
grid0_cycle2_run5,10.913464116515735
grid0_cycle3_run5,10.913464116515735
grid0_cycle4_run5,10.913464116515735
grid0_cycle5_run5,10.913464116515735
grid0_cycle1_run6,10.712968068057528
grid0_cycle2_run6,10.712968068057528
grid0_cycle3_run6,10.911505656986051
grid0_cycle4_run6,10.911505656986051
grid0_cycle5_run6,10.911505656986051
grid0_cycle1_run7,10.759189917942102
grid0_cycle2_run7,10.759189917942102
grid0_cycle3_run7,10.811950241203412
grid0_cycle4_run7,10.811950241203412
grid0_cycle5_run7,10.986294830727935
grid0_cycle1_run8,10.422760097722703
grid0_cycle2_run8,10.983117679960628
grid0_cycle3_run8,10.983117679960628
grid0_cycle4_run8,10.983117679960628
grid0_cycle5_run8,10.983117679960628
grid0_cycle1_run9,10.793807714209166
grid0_cycle2_run9,10.793807714209166
grid0_cycle3_run9,10.793807714209166
grid0_cycle4_run9,10.920051943973927
grid0_cycle5_run9,10.920051943973927
grid0_cycle1_run10,10.96345199302763
grid0_cycle2_run10,10.969556524572194
grid0_cycle3_run10,10.969556524572194
grid0_cycle4_run10,10.969556524572194
grid0_cycle5_run10,10.969556524572194
grid0_cycle1_run11,10.764795194530503
grid0_cycle2_run11,10.825232437856304
grid0_cycle3_run11,10.935166525350727
grid0_cycle4_run11,10.935166525350727
grid0_cycle5_run11,10.973535172313134
grid0_cycle1_run12,11.036259097650934
grid0_cycle2_run12,11.036259097650934
grid0_cycle3_run12,11.036259097650934
grid0_cycle4_run12,11.036259097650934
grid0_cycle5_run12,11.036259097650934
grid0_cycle1_run13,10.769265896552602
grid0_cycle2_run13,10.938561437881367
grid0_cycle3_run13,11.113825101906123
grid0_cycle4_run13,11.113825101906123
grid0_cycle5_run13,11.113825101906123
grid0_cycle1_run14,10.862330681573102
grid0_cycle2_run14,10.862330681573102
grid0_cycle3_run14,10.862330681573102
grid0_cycle4_run14,10.887348064557035
grid0_cycle5_run14,10.887348064557035
grid0_cycle1_run15,10.716903412686367
grid0_cycle2_run15,10.796954521314133
grid0_cycle3_run15,10.808142301283427
grid0_cycle4_run15,11.075168064281316
grid0_cycle5_run15,11.075168064281316
grid0_cycle1_run16,10.57046931522007
grid0_cycle2_run16,11.008682727911417
grid0_cycle3_run16,11.008682727911417
grid0_cycle4_run16,11.008682727911417
grid0_cycle5_run16,11.008682727911417
grid0_cycle1_run17,10.84038912118319
grid0_cycle2_run17,10.939340909242201
grid0_cycle3_run17,10.939340909242201
grid0_cycle4_run17,10.939340909242201
grid0_cycle5_run17,10.982293998671153
grid0_cycle1_run18,10.917054152133748
grid0_cycle2_run18,10.917054152133748
grid0_cycle3_run18,10.917054152133748
grid0_cycle4_run18,10.917054152133748
grid0_cycle5_run18,10.917054152133748
grid0_cycle1_run19,10.952596071099316
grid0_cycle2_run19,10.952596071099316
grid0_cycle3_run19,10.952596071099316
grid0_cycle4_run19,10.952596071099316
grid0_cycle5_run19,10.952596071099316
grid0_cycle1_run20,10.82462640259061
grid0_cycle2_run20,10.82462640259061
grid0_cycle3_run20,11.015214696495152
grid0_cycle4_run20,11.015214696495152
grid0_cycle5_run20,11.015214696495152
grid0_cycle1_run21,10.778583619739315
grid0_cycle2_run21,10.830431128345774
grid0_cycle3_run21,10.90332393471146
grid0_cycle4_run21,10.90332393471146
grid0_cycle5_run21,10.90332393471146
grid0_cycle1_run22,10.754801606366652
grid0_cycle2_run22,10.926815480213289
grid0_cycle3_run22,10.926815480213289
grid0_cycle4_run22,11.092305045574713
grid0_cycle5_run22,11.092305045574713
grid0_cycle1_run23,10.973088238254396
grid0_cycle2_run23,10.973088238254396
grid0_cycle3_run23,10.973088238254396
grid0_cycle4_run23,10.973088238254396
grid0_cycle5_run23,10.973088238254396
grid0_cycle1_run24,10.986882678737675
grid0_cycle2_run24,10.986882678737675
grid0_cycle3_run24,10.986882678737675
grid0_cycle4_run24,10.986882678737675
grid0_cycle5_run24,10.986882678737675
grid0_cycle1_run25,10.635382452532198
grid0_cycle2_run25,10.639550322712934
grid0_cycle3_run25,10.873713103436412
grid0_cycle4_run25,11.133069157816765
grid0_cycle5_run25,11.133069157816765
grid0_cycle1_run26,10.822089667990832
grid0_cycle2_run26,10.822089667990832
grid0_cycle3_run26,10.822089667990832
grid0_cycle4_run26,10.822089667990832
grid0_cycle5_run26,10.825292136801426
grid0_cycle1_run27,11.032090036815848
grid0_cycle2_run27,11.032090036815848
grid0_cycle3_run27,11.032090036815848
grid0_cycle4_run27,11.032090036815848
grid0_cycle5_run27,11.032090036815848
grid0_cycle1_run28,10.869895355892066
grid0_cycle2_run28,10.975474378602804
grid0_cycle3_run28,10.975474378602804
grid0_cycle4_run28,10.975474378602804
grid0_cycle5_run28,10.975474378602804
grid0_cycle1_run29,10.70728645828148
grid0_cycle2_run29,10.802430761697508
grid0_cycle3_run29,11.04790969892264
grid0_cycle4_run29,11.04790969892264
grid0_cycle5_run29,11.04790969892264
grid1_cycle1_run0,11.01643107484643
grid1_cycle2_run0,11.01643107484643
grid1_cycle3_run0,11.01643107484643
grid1_cycle4_run0,11.01643107484643
grid1_cycle5_run0,11.01643107484643
grid1_cycle1_run1,10.986293022852474
grid1_cycle2_run1,10.986293022852474
grid1_cycle3_run1,10.986293022852474
grid1_cycle4_run1,10.986293022852474
grid1_cycle5_run1,10.986293022852474
grid1_cycle1_run2,10.836588589302215
grid1_cycle2_run2,10.836588589302215
grid1_cycle3_run2,10.836588589302215
grid1_cycle4_run2,10.836588589302215
grid1_cycle5_run2,10.836588589302215
grid1_cycle1_run3,10.908538014766878
grid1_cycle2_run3,10.908538014766878
grid1_cycle3_run3,10.908538014766878
grid1_cycle4_run3,10.908538014766878
grid1_cycle5_run3,10.908538014766878
grid1_cycle1_run4,10.846585275913986
grid1_cycle2_run4,10.846585275913986
grid1_cycle3_run4,10.846585275913986
grid1_cycle4_run4,10.846585275913986
grid1_cycle5_run4,10.846585275913986
grid1_cycle1_run5,11.199466620784113
grid1_cycle2_run5,11.199466620784113
grid1_cycle3_run5,11.199466620784113
grid1_cycle4_run5,11.199466620784113
grid1_cycle5_run5,11.199466620784113
grid1_cycle1_run6,11.006456403473633
grid1_cycle2_run6,11.006456403473633
grid1_cycle3_run6,11.006456403473633
grid1_cycle4_run6,11.006456403473633
grid1_cycle5_run6,11.006456403473633
grid1_cycle1_run7,10.793623287933661
grid1_cycle2_run7,10.795506545956473
grid1_cycle3_run7,10.965686926584656
grid1_cycle4_run7,11.018078466144424
grid1_cycle5_run7,11.018078466144424
grid1_cycle1_run8,10.915293992670973
grid1_cycle2_run8,10.915293992670973
grid1_cycle3_run8,10.945372211946232
grid1_cycle4_run8,10.945372211946232
grid1_cycle5_run8,10.945372211946232
grid1_cycle1_run9,11.003313775309055
grid1_cycle2_run9,11.038271626437089
grid1_cycle3_run9,11.038271626437089
grid1_cycle4_run9,11.038271626437089
grid1_cycle5_run9,11.038271626437089
grid1_cycle1_run10,11.001305138691995
grid1_cycle2_run10,11.001305138691995
grid1_cycle3_run10,11.001305138691995
grid1_cycle4_run10,11.001305138691995
grid1_cycle5_run10,11.001305138691995
grid1_cycle1_run11,10.983101990775761
grid1_cycle2_run11,10.983101990775761
grid1_cycle3_run11,10.983101990775761
grid1_cycle4_run11,10.983101990775761
grid1_cycle5_run11,10.983101990775761
grid1_cycle1_run12,10.94971643810687
grid1_cycle2_run12,10.94971643810687
grid1_cycle3_run12,10.94971643810687
grid1_cycle4_run12,10.94971643810687
grid1_cycle5_run12,10.94971643810687
grid1_cycle1_run13,10.837298819373895
grid1_cycle2_run13,10.988750780149982
grid1_cycle3_run13,10.988750780149982
grid1_cycle4_run13,10.988750780149982
grid1_cycle5_run13,10.988750780149982
grid1_cycle1_run14,10.97155363155631
grid1_cycle2_run14,10.97155363155631
grid1_cycle3_run14,10.97155363155631
grid1_cycle4_run14,10.97155363155631
grid1_cycle5_run14,10.97155363155631
grid1_cycle1_run15,10.939483170452732
grid1_cycle2_run15,10.939483170452732
grid1_cycle3_run15,10.939483170452732
grid1_cycle4_run15,10.939483170452732
grid1_cycle5_run15,10.939483170452732
grid1_cycle1_run16,11.008698901355089
grid1_cycle2_run16,11.008698901355089
grid1_cycle3_run16,11.008698901355089
grid1_cycle4_run16,11.008698901355089
grid1_cycle5_run16,11.008698901355089
grid1_cycle1_run17,10.943549936313627
grid1_cycle2_run17,10.943549936313627
grid1_cycle3_run17,10.943549936313627
grid1_cycle4_run17,10.943549936313627
grid1_cycle5_run17,10.943549936313627
grid1_cycle1_run18,11.022039489783651
grid1_cycle2_run18,11.022039489783651
grid1_cycle3_run18,11.022039489783651
grid1_cycle4_run18,11.022039489783651
grid1_cycle5_run18,11.022039489783651
grid1_cycle1_run19,10.907974143461171
grid1_cycle2_run19,10.936472971053737
grid1_cycle3_run19,10.936472971053737
grid1_cycle4_run19,10.936472971053737
grid1_cycle5_run19,10.936472971053737
grid1_cycle1_run20,10.749864251535486
grid1_cycle2_run20,10.749864251535486
grid1_cycle3_run20,10.866711101805818
grid1_cycle4_run20,10.99963979553099
grid1_cycle5_run20,10.99963979553099
grid1_cycle1_run21,11.125648498992629
grid1_cycle2_run21,11.125648498992629
grid1_cycle3_run21,11.125648498992629
grid1_cycle4_run21,11.125648498992629
grid1_cycle5_run21,11.125648498992629
grid1_cycle1_run22,10.986453525668367
