,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid2_cycle1_run1,279498,279492,279930,279714,279924,256602,271722,272154,263946,264378,255954,256596,256170,271716,264372,256386,272148,263730,279708,271938
grid2_cycle2_run1,272154,270858,271290,264378,256602,271722,279066,271074,271938,278850,271506,256596,279498,263082,256590,263514,272148,279714,255738,272142
grid2_cycle3_run1,279498,279714,279930,279066,278850,272154,271722,279282,271290,271074,271506,271938,264378,263298,263514,256602,256164,256170,255738,279708
grid2_cycle4_run1,279714,271506,279930,271722,279282,271290,279498,272154,263730,279066,271938,263514,263946,264378,271074,278850,263298,264162,263082,255954
grid2_cycle5_run1,279714,279498,271722,271938,271290,279930,279066,272154,271506,279282,264162,264378,263946,263514,278850,263730,256602,256386,256170,271074
grid2_cycle1_run2,264372,264366,264378,263076,263082,263070,272154,272148,270852,270858,279930,272142,278634,279924,270846,279918,278628,278622,263508,263502
grid2_cycle2_run2,279282,279498,279930,271506,279714,277986,279066,270210,271722,277770,278634,270852,269994,278418,278202,270426,270858,271500,272154,263724
grid2_cycle3_run2,279498,271722,271938,279714,279930,263946,264162,272154,279282,271506,264378,270642,263730,270210,270426,270858,263082,256386,278634,256170
grid2_cycle4_run2,279282,271506,279930,272154,263730,264378,279498,279714,271722,271938,256602,255954,264162,263946,256386,279066,278850,256170,270210,270858
grid2_cycle5_run2,279930,272154,264378,279498,271722,263946,279282,279066,271506,263730,271290,271938,279714,263514,264162,270858,278634,263082,256602,256170
grid2_cycle1_run3,264162,262002,263946,263730,262866,256386,278634,278628,279924,279930,262218,264150,261990,264156,278622,255090,279918,256170,263934,261996
grid2_cycle2_run3,279930,279924,278634,279498,256170,279714,256386,262650,256602,254874,255954,278202,270858,255522,270426,272154,255738,263946,278628,262218
grid2_cycle3_run3,271932,279924,271938,279708,272148,263730,264162,263514,256386,263946,263082,271068,255954,270858,262434,264378,271506,255738,271500,262650
grid2_cycle4_run3,264162,271938,264378,272154,264156,271932,272148,264372,271722,263946,279924,262650,270426,279708,262866,263082,270642,270858,263940,271716
