,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid2_cycle3_run4,270138,279708,263646,279030,279024,263652,279018,270174,277974,263658,262218,269700,262212,262206,269958,277482,277980,271902,262182,269952
grid2_cycle4_run4,263478,264084,271710,271686,271680,279678,271674,279672,263442,264078,279666,271650,271644,279642,271638,279636,263466,279630,278982,278988
grid2_cycle5_run4,270132,255300,279204,255438,279198,261954,263688,261960,263682,261966,261990,261996,262002,255306,255294,278418,269046,255270,255264,255258
grid2_cycle1_run5,272154,270858,272118,270822,278634,279930,278598,270786,272082,279894,271722,271938,278562,270426,270642,269562,263082,264378,271902,271686
grid2_cycle2_run5,271074,278850,263298,255522,264378,279930,256602,272154,255954,279714,263514,271722,271506,271290,263730,255738,256386,256170,279066,264162
grid2_cycle3_run5,256380,279492,263292,279708,255516,279276,271500,279282,278850,271506,264378,279498,271938,264372,271932,271068,263940,263946,256602,256596
grid2_cycle4_run5,264372,270852,270636,279498,263946,263940,270642,256386,254868,254874,279492,278844,254226,270858,261996,254220,255084,255090,279276,278850
grid2_cycle5_run5,279498,269778,277980,277764,269772,270210,277986,271284,277770,269994,271290,278844,278202,271938,278196,270636,271506,270426,270852,270420
grid2_cycle1_run6,279930,279714,272154,271938,279708,279924,279678,279894,272148,271932,271902,272118,278634,278418,264378,264162,279888,279672,270858,270642
grid2_cycle2_run6,279714,279930,271938,272154,233274,233058,225498,225282,264378,264162,279678,279894,279066,279282,279498,271722,271290,271506,272118,271902
grid2_cycle3_run6,263478,264306,262578,270174,270858,277482,279066,262434,263874,278418,262398,270822,271866,262362,263910,270786,262614,264342,269922,269706
grid2_cycle4_run6,262140,270774,263910,262356,262350,263934,263940,263946,270642,270636,270630,270606,270600,270594,262218,270570,262212,262206,270564,270558
grid2_cycle5_run6,272112,262416,262428,262434,262560,262566,262572,262578,262596,262602,262608,262614,262632,262638,262644,262650,262776,262782,262788,262794
grid2_cycle1_run7,279060,279492,278844,279024,279924,279276,279456,278988,279054,279066,279420,278808,279888,279498,279708,278196,279240,271284,278772,278850
grid2_cycle2_run7,271074,279498,271506,279066,279930,279714,271938,279282,271290,278850,272154,271722,279678,279894,271038,271686,279462,278814,271254,279030
grid2_cycle3_run7,279672,279708,279888,279894,279456,279462,279282,279060,279276,279492,279714,279498,279024,279066,279930,279030,279924,279240,279678,279246
grid2_cycle4_run7,277290,271674,279204,271650,271644,279198,277506,277512,277518,271638,263298,256386,277542,277548,277554,263292,260622,260628,256380,263286
grid2_cycle5_run7,270126,279192,270132,279204,261090,253758,276636,261096,276642,279198,261102,276648,253752,276654,278346,272064,276672,261120,262218,262212
grid2_cycle1_run8,270858,278634,270852,278628,279930,272154,272148,279924,278418,270642,270636,278412,279714,271938,279708,271932,263082,277338,263076,277332
grid2_cycle2_run8,264372,263070,270846,278628,264366,278634,272142,279924,278622,270852,263082,272154,264378,279930,272148,270858,263076,279918,277326,269562
grid2_cycle3_run8,270174,278418,271722,262650,278634,279894,278202,263694,264126,272118,278382,277986,271506,271938,262434,263046,279282,264162,271902,279462
grid2_cycle4_run8,272118,276654,276462,279240,276468,276474,279234,276606,276612,276618,276642,276648,279210,276894,276678,279204,276684,276690,279198,276822
grid2_cycle5_run8,279246,263478,272118,279030,262650,279426,255486,264378,269994,262614,263946,271254,278634,255450,254586,263442,269958,277734,262578,255522
grid2_cycle1_run9,278418,278634,270858,270642,279714,279930,278598,278382,271938,272154,270606,270822,279678,279894,263082,262866,272118,271902,263046,262830
grid2_cycle2_run9,263730,278418,262002,261138,269130,278382,264162,270858,264126,276690,270642,270822,276654,269310,262182,269346,276474,262218,269094,272154
grid2_cycle3_run9,264378,270132,256296,256302,256308,256314,270120,270126,256332,270138,256170,270156,256338,256344,256350,256368,256374,256380,278418,278412
grid2_cycle4_run9,276636,277950,279462,254868,254874,269778,269772,269766,279456,269760,269742,269736,277932,269730,279450,269724,277938,279444,277944,254862
grid2_cycle5_run9,272148,279240,263010,255702,263004,262998,255696,262992,255690,255684,279246,279234,279264,262866,262860,262854,255666,279228,262848,262830
grid3_cycle1_run0,272154,279930,264378,256602,279924,272148,264372,256596,272142,264366,279918,271938,279714,264162,256590,256386,263298,278850,263514,271290
grid3_cycle2_run0,264378,255516,271500,262866,279702,271494,262860,264156,255522,264150,263298,263940,263946,271938,263934,262218,271932,262644,255510,255942
grid3_cycle3_run0,272148,254646,270204,270198,254862,277986,277980,279066,269994,269988,269982,262422,262428,262434,262638,262644,262650,269778,269772,269766
grid3_cycle4_run0,271680,279282,261990,263292,261996,263040,262002,270210,270204,270198,263034,270174,270168,255090,255084,270162,255078,263694,255054,278844
grid3_cycle5_run0,264120,269310,279240,269334,269340,269346,279234,269472,269478,269484,279228,269490,269508,269514,269520,269526,269544,269550,269556,269562
grid3_cycle1_run1,263076,278634,264342,263046,272154,255300,256596,255306,272148,278598,270816,279894,256560,278592,279888,278628,256566,264372,264336,263040
grid3_cycle2_run1,270852,270600,256554,256560,256566,256590,279018,256596,256602,270426,270420,270414,279024,270390,270384,270378,279030,270210,270204,270198
grid3_cycle3_run1,268482,271398,256560,256566,271290,256590,277914,256596,256602,254616,254610,277938,262866,254586,262860,277944,254580,262854,277950,254574
grid3_cycle4_run1,254004,255648,255954,255948,276252,255942,270204,255936,276258,255918,255912,271062,255906,255900,270210,255882,271056,255876,271038,255870
grid3_cycle5_run1,277332,252822,261708,279162,277974,261714,261732,261738,261744,279168,261750,277968,261768,261774,261780,279174,261786,253884,261702,253890
grid3_cycle1_run2,271716,271710,279492,279486,270414,278190,270420,278196,279498,271722,271494,279270,271500,279276,270426,278202,270204,277980,270198,277974
grid3_cycle2_run2,272148,271278,279492,279498,279270,264378,271290,271284,263286,263292,263514,263298,271074,264372,271068,271062,264366,263502,279486,279276
grid3_cycle3_run2,262650,271284,263940,278202,278196,262644,270426,270420,277986,277980,279492,279498,271722,271716,263730,263724,271290,263508,262860,262866
grid3_cycle4_run2,255486,255870,255942,279420,278766,255918,255912,255906,279414,278772,278778,255882,264294,255876,264300,271218,264306,278802,255738,255732
grid3_cycle5_run2,277680,271422,271494,271500,278952,271506,261714,264306,261708,278958,276786,261702,278160,271596,261696,271602,276792,261678,271608,271614
grid3_cycle1_run3,262434,276690,260922,268482,262182,279246,261102,276654,261138,268662,277986,278814,268698,277734,279066,277950,263694,263730,278850,262002
grid3_cycle2_run3,255726,256602,277548,277542,277536,263508,263502,277338,277332,268914,277326,277320,256596,276690,256590,256584,268908,263496,268902,268896
grid3_cycle3_run3,268824,276240,263694,263688,262344,262350,279204,262356,255900,255906,262362,279198,255912,255918,262380,271668,262386,279192,255936,253488
grid3_cycle4_run3,256296,262560,279270,271278,262578,262572,260904,279264,268398,262566,256548,260910,254796,256554,256560,256530,260916,268404,256566,271212
grid3_cycle5_run3,271860,272082,269976,276210,279204,254784,276216,263220,271212,279198,254790,276222,256092,263226,279192,254796,254820,256368,269958,254802
