,0
grid0_cycle1_run0,0.06670703426983204
grid0_cycle2_run0,0.34316903814153954
grid0_cycle3_run0,0.5375631656363135
grid0_cycle4_run0,0.5474304844838747
grid0_cycle5_run0,0.6020704818447339
grid0_cycle1_run1,0.3280763995774696
grid0_cycle2_run1,0.3147849188961966
grid0_cycle3_run1,0.43265913192625993
grid0_cycle4_run1,0.4510713465118049
grid0_cycle5_run1,0.27888187687785754
grid0_cycle1_run2,1.1615726425402528e-08
grid0_cycle2_run2,0.5669627936511482
grid0_cycle3_run2,0.615207203261752
grid0_cycle4_run2,0.5528960345797532
grid0_cycle5_run2,0.6380402575309391
grid0_cycle1_run3,0.02295946275054159
grid0_cycle2_run3,0.3352619863968126
grid0_cycle3_run3,0.5587706269927509
grid0_cycle4_run3,0.4691780954324913
grid0_cycle5_run3,0.6406494742326941
grid0_cycle1_run4,0.33768563173675903
grid0_cycle2_run4,0.5231176431862699
grid0_cycle3_run4,0.44978607139938004
grid0_cycle4_run4,0.4696660889554129
grid0_cycle5_run4,0.44559590296733853
grid0_cycle1_run5,0.4863622231848457
grid0_cycle2_run5,0.48611309068001646
grid0_cycle3_run5,0.4924569023193875
grid0_cycle4_run5,0.49835183421162743
grid0_cycle5_run5,0.361735344814275
grid0_cycle1_run6,0.35721422726768504
grid0_cycle2_run6,0.5155557953081717
grid0_cycle3_run6,0.3424242102261397
grid0_cycle4_run6,0.4943870131197629
grid0_cycle5_run6,0.334010841945868
grid0_cycle1_run7,0.5090489129424207
grid0_cycle2_run7,0.39048162286215476
grid0_cycle3_run7,0.44683055180450976
grid0_cycle4_run7,0.41945158857056564
grid0_cycle5_run7,0.45982815471945465
grid0_cycle1_run8,0.30973383441161595
grid0_cycle2_run8,0.3682739149687415
grid0_cycle3_run8,0.5459337043748914
grid0_cycle4_run8,0.4472937354894855
grid0_cycle5_run8,0.5936306831663725
grid0_cycle1_run9,0.3711802931160672
grid0_cycle2_run9,0.3645250174790323
grid0_cycle3_run9,0.4060017817321641
grid0_cycle4_run9,0.44919021962820527
grid0_cycle5_run9,0.34635480578985256
grid1_cycle1_run0,0.317336700185946
grid1_cycle2_run0,0.460994579892969
grid1_cycle3_run0,0.5164638087771807
grid1_cycle4_run0,0.5624777285238434
grid1_cycle5_run0,0.5706707037527564
grid1_cycle1_run1,0.3769683845292309
grid1_cycle2_run1,0.5020756564393155
grid1_cycle3_run1,0.5226885631308837
grid1_cycle4_run1,0.5296482225418032
grid1_cycle5_run1,0.5773108954117322
grid1_cycle1_run2,0.42674276739015193
grid1_cycle2_run2,0.3328415484006763
grid1_cycle3_run2,0.4421337521314293
grid1_cycle4_run2,0.5409010962269017
grid1_cycle5_run2,0.6323274492837605
grid1_cycle1_run3,0.4309806297493087
grid1_cycle2_run3,0.47411643801498743
grid1_cycle3_run3,0.49578376060420143
grid1_cycle4_run3,0.5011425044648588
grid1_cycle5_run3,0.5208336830252924
grid1_cycle1_run4,0.524225082898209
grid1_cycle2_run4,0.5169371612806756
grid1_cycle3_run4,0.5363060931983201
grid1_cycle4_run4,0.5797785492767566
grid1_cycle5_run4,0.5853306323702203
grid1_cycle1_run5,0.39349831916547406
grid1_cycle2_run5,0.44175194529908296
grid1_cycle3_run5,0.2663726606212971
grid1_cycle4_run5,0.528028630968873
grid1_cycle5_run5,0.6126718289790715
grid1_cycle1_run6,0.42731054551269443
grid1_cycle2_run6,0.44382024770417694
grid1_cycle3_run6,0.5045395224278219
grid1_cycle4_run6,0.42241630975625916
grid1_cycle5_run6,0.6023864868624373
grid1_cycle1_run7,0.4244018705909507
grid1_cycle2_run7,0.48784517576564035
grid1_cycle3_run7,0.5204148597429828
grid1_cycle4_run7,0.520017767234391
grid1_cycle5_run7,0.5492893332562774
grid1_cycle1_run8,0.42457534463992275
grid1_cycle2_run8,0.5576623177998019
grid1_cycle3_run8,0.3203898791883751
grid1_cycle4_run8,0.31855703729488355
grid1_cycle5_run8,0.5515166738843749
grid1_cycle1_run9,0.47831896812147495
grid1_cycle2_run9,0.47584855844157675
grid1_cycle3_run9,0.09556112915673096
grid1_cycle4_run9,0.6873560277976556
grid1_cycle5_run9,0.5799691390703264
grid2_cycle1_run0,0.699754479580246
grid2_cycle2_run0,0.6976264217023759
grid2_cycle3_run0,0.6498780225609332
grid2_cycle4_run0,0.6812638007923254
grid2_cycle5_run0,0.6970616050200511
grid2_cycle1_run1,0.08863213168983042
grid2_cycle2_run1,0.5057141411315231
grid2_cycle3_run1,0.7124516246935135
grid2_cycle4_run1,0.758807876880287
grid2_cycle5_run1,0.7047921283588563
grid2_cycle1_run2,0.6346541153449738
grid2_cycle2_run2,0.5989345274496133
grid2_cycle3_run2,0.5672028613195916
grid2_cycle4_run2,0.6353293545478049
grid2_cycle5_run2,0.6500759774990622
grid2_cycle1_run3,0.43981566606820655
grid2_cycle2_run3,0.47673174677020197
grid2_cycle3_run3,0.5690722971998665
grid2_cycle4_run3,0.6074923926418974
grid2_cycle5_run3,0.6611862087165993
grid2_cycle1_run4,0.49361909593780146
grid2_cycle2_run4,0.5415674086789352
grid2_cycle3_run4,0.6725458046187466
grid2_cycle4_run4,0.5678606696535157
grid2_cycle5_run4,0.6694316309919334
grid2_cycle1_run5,0.31532782986792124
grid2_cycle2_run5,0.49278111138725395
grid2_cycle3_run5,0.6317061353560898
grid2_cycle4_run5,0.6832705201997381
grid2_cycle5_run5,0.6950583604753009
grid2_cycle1_run6,0.5212647162086352
grid2_cycle2_run6,0.3842109269637405
grid2_cycle3_run6,0.6673128955922553
grid2_cycle4_run6,0.6324678322450302
grid2_cycle5_run6,0.7181787450697495
grid2_cycle1_run7,0.46864608254225615
grid2_cycle2_run7,0.5874823946288522
grid2_cycle3_run7,0.699694451014862
grid2_cycle4_run7,0.6582921959830136
grid2_cycle5_run7,0.5636409780291837
grid2_cycle1_run8,0.5473821039187551
grid2_cycle2_run8,0.6329353250520695
grid2_cycle3_run8,0.6742315704285857
grid2_cycle4_run8,0.623943439749761
grid2_cycle5_run8,0.657474889670117
grid2_cycle1_run9,0.494743277897093
grid2_cycle2_run9,0.5450472115282925
grid2_cycle3_run9,0.6042211598121316
grid2_cycle4_run9,0.5718620973682742
grid2_cycle5_run9,0.6066058068638223
grid3_cycle1_run0,0.5105294308939893
grid3_cycle2_run0,0.5154096583294473
grid3_cycle3_run0,0.6103324695850701
grid3_cycle4_run0,0.5494285969013948
grid3_cycle5_run0,0.5532715604501971
grid3_cycle1_run1,0.5319228954026307
grid3_cycle2_run1,0.5184183318485734
grid3_cycle3_run1,0.5921268766871156
grid3_cycle4_run1,0.6906053445049346
grid3_cycle5_run1,0.6907461385268041
grid3_cycle1_run2,0.4766405902966206
grid3_cycle2_run2,0.6153524776867862
grid3_cycle3_run2,0.682465396330184
grid3_cycle4_run2,0.7244602348074096
grid3_cycle5_run2,0.6762825134764565
grid3_cycle1_run3,0.572659039746835
grid3_cycle2_run3,0.716725450774864
grid3_cycle3_run3,0.6189078212987712
grid3_cycle4_run3,0.7016029256398869
grid3_cycle5_run3,0.680420459720218
grid3_cycle1_run4,0.6134496932646246
grid3_cycle2_run4,0.7287596140513503
grid3_cycle3_run4,0.7618733371055844
grid3_cycle4_run4,0.7864859931992751
grid3_cycle5_run4,0.8485614119611857
grid3_cycle1_run5,0.6372512513206061
grid3_cycle2_run5,0.6394646900033326
grid3_cycle3_run5,0.6891457170706042
grid3_cycle4_run5,0.7476379023162046
grid3_cycle5_run5,0.727569115372023
grid3_cycle1_run6,0.5066798840157893
grid3_cycle2_run6,0.6114022817415341
grid3_cycle3_run6,0.6893762789274391
grid3_cycle4_run6,0.7422604158618316
grid3_cycle5_run6,0.8022356278378296
grid3_cycle1_run7,0.5013564426446246
grid3_cycle2_run7,0.6733224007546269
grid3_cycle3_run7,0.7755909173791727
grid3_cycle4_run7,0.7915760160511347
grid3_cycle5_run7,0.782444422951894
grid3_cycle1_run8,0.5868109665437609
grid3_cycle2_run8,0.6224865119776385
grid3_cycle3_run8,0.7128670447407537
grid3_cycle4_run8,0.6613808848849166
grid3_cycle5_run8,0.7880222386074696
grid3_cycle1_run9,0.6556839498430944
grid3_cycle2_run9,0.6771917871907772
grid3_cycle3_run9,0.7468912105616266
grid3_cycle4_run9,0.7844084733451736
grid3_cycle5_run9,0.7573125194369421
grid4_cycle1_run0,0.6186831205361704
grid4_cycle2_run0,0.7844727097057447
grid4_cycle3_run0,0.7657639479838744
grid4_cycle4_run0,0.7024936439567526
grid4_cycle5_run0,0.8249360590081286
grid4_cycle1_run1,0.7685788045523048
grid4_cycle2_run1,0.7716854677391323
grid4_cycle3_run1,0.8055587323870576
grid4_cycle4_run1,0.761458178741343
grid4_cycle5_run1,0.7380088481404924
grid4_cycle1_run2,0.7243483393881853
grid4_cycle2_run2,0.7617611300328485
grid4_cycle3_run2,0.7941883472322023
grid4_cycle4_run2,0.7636677404790924
grid4_cycle5_run2,0.8071049302978814
grid4_cycle1_run3,0.6806281187884208
grid4_cycle2_run3,0.701068659765451
grid4_cycle3_run3,0.7903980219305421
grid4_cycle4_run3,0.7272175537705506
grid4_cycle5_run3,0.81152442125833
grid4_cycle1_run4,0.7181330359425715
grid4_cycle2_run4,0.7974378599221904
grid4_cycle3_run4,0.8042418657598552
grid4_cycle4_run4,0.7842051721783994
grid4_cycle5_run4,0.8112324037396521
grid4_cycle1_run5,0.7198500702256572
grid4_cycle2_run5,0.7271421454326112
grid4_cycle3_run5,0.8389023395949194
grid4_cycle4_run5,0.8014828654687457
grid4_cycle5_run5,0.8013082693846868
grid4_cycle1_run6,0.7311065328260156
grid4_cycle2_run6,0.7249464295247716
grid4_cycle3_run6,0.7686202300109302
grid4_cycle4_run6,0.8311529031186181
grid4_cycle5_run6,0.7848520285665379
grid4_cycle1_run7,0.526022731766431
grid4_cycle2_run7,0.8036830642119154
grid4_cycle3_run7,0.6851475429321027
grid4_cycle4_run7,0.7657911608010914
grid4_cycle5_run7,0.7903732215959312
grid4_cycle1_run8,0.6765993822414118
grid4_cycle2_run8,0.7732479885557307
grid4_cycle3_run8,0.7052963686376734
grid4_cycle4_run8,0.8165891993019989
grid4_cycle5_run8,0.794500019203515
grid4_cycle1_run9,0.6399791087304054
grid4_cycle2_run9,0.7020430285790137
grid4_cycle3_run9,0.7721578616234108
grid4_cycle4_run9,0.8114558003566825
grid4_cycle5_run9,0.7341829096791879
grid5_cycle1_run0,0.6876639129441163
grid5_cycle2_run0,0.7485588668967021
grid5_cycle3_run0,0.6633845018637926
