,EN,SGD,RF,GBR,SVR,GPR,kNN,NN
0,0.2738133558770342,0.3895358728478469,0.9255397063007156,0.9077387258205698,0.6872809013546286,0.4194748399144483,0.4111076726128026,0.8727037853407081
1,0.2738133558770376,0.3889923344868008,0.9397944563844577,0.9184191703639046,0.7032487574644914,0.4849392910402971,0.45292068491209264,0.8569941907985691
2,0.27381335587703615,0.3872095459726024,0.9331739756549303,0.910990254070957,0.7047286573101231,0.4836186095797502,0.461142717095024,0.8781320659513658
3,0.27381335587704014,0.38582715912236265,0.9410390527584415,0.9113827321870435,0.7051299536321868,0.4736784560165077,0.45497621568647245,0.8837618821280906
4,0.273813355877029,0.38942107411557075,0.9389994779235005,0.907780031454885,0.6864071892765237,0.44037809531965905,0.44359557067798644,0.8725176867531561
5,0.3232037669467753,0.381014748006717,0.9207341199455282,0.8947858595255619,0.7034253559684954,0.446132677430922,0.4361092264125211,0.8699348225018256
6,0.27381335587704025,0.3786891665474678,0.9560549135318083,0.9254220767689161,0.7084239849045009,0.46976310735091836,0.4412775241127844,0.8831997739686835
7,0.27381335587703665,0.3865547700179983,0.9393393322877169,0.9185726471272432,0.7009621003635419,0.48189592407338977,0.4662232426472537,0.8935977205745391
8,0.27381335587703987,0.37711225718837943,0.9339198728459642,0.9077473941129812,0.6619608765042778,0.39112269681790257,0.4070105096146886,0.8684466157127395
9,0.2738133558770323,0.3836061449361635,0.9369190179408795,0.9194709484026863,0.6823628417132082,0.45433809926388413,0.46113977573709203,0.8845331029316513
10,0.317398764053113,0.3810589264827358,0.9371723721820309,0.9227089511860682,0.6954073398867666,0.5138773702003523,0.4778227631771782,0.8870043558583176
11,0.29879749355452023,0.39141233873437364,0.9440943050557175,0.9250150198396812,0.7162924774565118,0.49889779091355735,0.4609168011040177,0.8702249469311416
12,0.2738133558770464,0.38995970229305804,0.9355773659174151,0.9222395149828824,0.7007370229988008,0.45983620390949326,0.44401589547323594,0.8606404388226557
13,0.27381335587704386,0.38916935201338176,0.9383840576350108,0.9058416021155044,0.7072922104356524,0.4772655332408899,0.4143673139394327,0.8791853370206592
14,0.2738133558770442,0.3875322279037336,0.9137894182395968,0.9051222659542314,0.6984965012441678,0.43954178964223256,0.4035259111774695,0.8563857063965213
15,0.27381335587703476,0.3899578137676696,0.9355201018828998,0.9163420762299783,0.7016980721705882,0.4579253473323309,0.4494421558018442,0.8615568293769932
16,0.27381335587703487,0.38605379835215137,0.9409839074235555,0.9158415566441812,0.6913170221391272,0.4385880243897453,0.43137597841155284,0.8702136616663319
17,0.2738133558770321,0.39122544739200454,0.9370592755551407,0.9267026794483743,0.6782601510496622,0.47277348540112657,0.405918383277997,0.8665854041889959
18,0.2895559263052916,0.39039875894148757,0.9300896897018929,0.930059045899754,0.7126977607546675,0.5215491912461783,0.44736165178968296,0.8900708875656587
19,0.28260424515781535,0.3884983049869219,0.9500888803854847,0.9292352112872265,0.7211934271678104,0.48243081354736445,0.4321636516161339,0.8830201519675412
