,EN,SGD,RF,GBR,SVR,GPR,kNN,NN
0,0.27381335587704897,0.33905762959424846,0.631612640610481,0.7197102486993403,0.43826162738027474,0.0650377334462748,0.19953704282805199,0.49933012936970894
1,0.2738133558770386,0.3762863014048441,0.5609517735845192,0.6533038407508913,0.4309990206024957,0.11517434552984161,0.2221055633527181,0.48995140561307066
2,0.2738133558770495,0.312364341838387,0.5116828311669771,0.3787583001573686,0.3388590503412996,0.08269211064439477,0.1796951248318369,0.46917164409131334
3,0.3155335303765133,0.3260961763200238,0.6097288203162974,0.4600459932968457,0.4207732920873826,0.11063447911886971,0.24035444564972996,0.5844844925386856
4,0.27381335587704336,0.31237278926047085,0.6085401814627475,0.69224154879311,0.3703180762225988,0.03654539863241835,0.16748836277196202,0.48957808123090885
5,0.2738133558770356,0.2199300124659183,0.5657559366362426,0.5893254653807749,0.3866135798825274,0.07730008945715568,0.19229319384192103,0.5101858220133862
6,0.27381335587704514,0.33539892843253977,0.4899336508932573,0.37487793186128665,0.4169146441464961,0.04961279413519102,0.2624193468477006,0.5499997376522896
7,0.2738133558770457,0.3688336589724939,0.6426815327457382,0.7187249983654329,0.4456068626488312,0.11371589966130442,0.26726701643360934,0.5671763202569315
8,0.27381335587704525,0.38432326278613765,0.5751015892757597,0.6230804158223762,0.47344573688195857,0.1346874647014501,0.2989927896043232,0.4781095229529877
9,0.3342785769242852,0.32234069405698706,0.6717664450994425,0.7104435086022977,0.430736940041084,0.11515714357893525,0.20234417733730997,0.5232506857399375
10,0.0,0.3133920562344429,0.5013868948460538,0.5765246428694494,0.3483760056243986,0.025987567223132564,0.18173789316008124,0.40393926483322373
11,0.2298366365372712,0.23862355943698885,0.6120875482182695,0.533810247599874,0.4644349134487967,0.07958035237597119,0.1623663817204605,0.5458446682077197
12,0.3404321944559476,0.2841287147856223,0.602644873755607,0.6032231252262971,0.3349142018939708,0.058241620989557846,0.24073815445175106,0.48780253975458154
13,0.25300094145621993,0.27170794414254373,0.5525641387960503,0.5298163985575985,0.32660785120847163,0.07039484913500005,0.1933164014945678,0.4542671582500254
14,0.27381335587705247,0.2165943514101826,0.5034656565028156,0.5889273238090289,0.45363430059383886,0.10492546706252222,0.2159650001908441,0.4286874922968931
15,0.35097836423825224,0.2993185166675015,0.557790388237471,0.6367672404687678,0.456048279904396,0.09806256178629838,0.21937055066981145,0.32842070274265794
16,0.3441794877788278,0.3673009586450477,0.6619961500250631,0.7025786937600905,0.35527247096995346,0.12062833389675126,0.22219920276100152,0.5132519054447433
17,0.27381335587703337,0.3436269239006169,0.48283742830916093,0.41883745507637105,0.4287865842615658,0.08901617604974002,0.14668983898090643,0.41789959890109407
18,0.27381335587705335,0.31653083262867615,0.6291868122348054,0.6965122149117653,0.2608013479877303,0.0477986689296548,0.17373502407763924,0.4290670526183721
19,0.2738133558770492,0.3609522415518814,0.6461624005915505,0.7011256919268439,0.43906834496614083,0.11758926507830735,0.2673655130238927,0.5376451036585423
