,SVR,SGD,RF,EN,kNN,GBR,NN
0,0.8503814014308888,0.3912315143586381,0.99597316017008,0.27381335587703953,0.6958376302980747,0.9411182643568157,0.9600250088719193
1,0.8522412053164802,0.3921910442292925,0.9972720694851762,0.2738133558770407,0.6961414575409134,0.9390141950749179,0.9580795395449394
2,0.8511200836276016,0.3921286952158837,0.997743410639877,0.2738133558770391,0.6934809519572411,0.942119185494445,0.9623255376002628
3,0.8502738520841094,0.39034692391287484,0.997461384008336,0.27381335587704037,0.6892102336242855,0.942888410056095,0.9614276925430234
4,0.8512607102844334,0.39134150178328136,0.9967766412560449,0.2738133558770392,0.6810067465573116,0.9423499210055922,0.9567611675644144
5,0.854586551886613,0.39200567597503166,0.9974567570093364,0.2738133558770414,0.7029797734714006,0.9431888336666916,0.9643248951632634
6,0.8534776682332703,0.39223935408521693,0.9951425702465275,0.27381335587704486,0.6954455764176263,0.9418860857668617,0.9720919585625649
7,0.8558317466289859,0.390169846614236,0.9957027393767622,0.27381335587703487,0.6902135130604965,0.940997644319471,0.9606042725906984
8,0.8523740653024153,0.39107185007133166,0.9964021266086148,0.2738133558770409,0.7015387694411968,0.9418201018111991,0.9623916061147172
9,0.8533330175097779,0.389941045871757,0.9968663757281341,0.2738133558770429,0.6938264904722842,0.9390019803344676,0.9625911918795564
10,0.8579206206878485,0.39114363606784697,0.9947304737267781,0.273813355877039,0.696910447225661,0.9410342239136673,0.967101710749409
11,0.8603633778206207,0.39200955413000377,0.9976142863250114,0.2738133558770422,0.7081404544104688,0.9474484651085933,0.9595044567605421
12,0.8530432284966647,0.3925403675763787,0.9980272066888889,0.2738133558770425,0.690630486663329,0.9441800020053752,0.9617379458372907
13,0.8505728846795007,0.3914333981306909,0.9964109908432969,0.2738133558770414,0.7037164173608625,0.943696690897279,0.963316818977125
14,0.8580287990666933,0.39216871713178925,0.9962777113815854,0.27381335587704303,0.7058699531189178,0.9448205581999289,0.9617006932306821
15,0.8570612308117301,0.3909012418381224,0.9959758871460751,0.2738133558770405,0.6970150416395509,0.9405817978759421,0.9597707961603155
16,0.8568597795943872,0.3927657722209996,0.9968187748462077,0.2849852525768844,0.6942924242117972,0.9473714575240686,0.9611296834312874
17,0.8524944206450588,0.3915324704119753,0.9971915316460893,0.27381335587703814,0.6927615935427172,0.9398397458106104,0.963485585934324
18,0.8533991660914709,0.3917285836875318,0.996946731139718,0.27381335587704303,0.6965002773505855,0.9418159404463677,0.9644706595412142
19,0.8522730409293352,0.3906503296246325,0.9956915400854123,0.27381335587703964,0.7008392402744062,0.9416646134501034,0.9692482033407787
