,SVR,SGD,RF,EN,kNN,GBR,NN
0,0.807627834605829,0.39077339367391406,0.9916300694997622,0.273813355877042,0.6192082358973329,0.9427681506257469,0.9391027844886045
1,0.8095469550044754,0.39196312267263717,0.983194706429552,0.2829157044054603,0.5955674425904299,0.9388062844364455,0.9448369967594293
2,0.8110326235536425,0.39228255205219664,0.9807536484801532,0.27381335587703837,0.5913695297320624,0.93543275009194,0.9446943129467535
3,0.8011993867859429,0.3887276740370202,0.9898286334348031,0.31445174345416016,0.5856284331370161,0.9428452410655138,0.936748124837294
4,0.8096950518408562,0.3894420158445708,0.9851930084069964,0.2835875109757084,0.6090298207166769,0.9432617795018937,0.9403665799196207
5,0.8057053510696547,0.39096548793652586,0.9916342116151977,0.27381335587704375,0.6295083766574174,0.9430849848632372,0.943398806424656
6,0.8071421741520772,0.3883773999854238,0.9900702626807725,0.2882479408086739,0.5944226627495793,0.9430151715936064,0.950893320032712
7,0.7956174109747768,0.3898434442006302,0.9848898223012771,0.2738133558770391,0.5966185069141626,0.9347546070567961,0.9338738965398646
8,0.8009691979983744,0.3918965399140983,0.9885815069687695,0.27381335587703975,0.6150614631983592,0.939985804867944,0.9364648136521149
9,0.8058979634933271,0.39124658164739673,0.9893650439604859,0.27381335587704003,0.6027959800473518,0.9412637643956842,0.939948602758396
10,0.8019661659493104,0.3918140821115271,0.985636352376374,0.273813355877042,0.5764645670486619,0.9412846506984635,0.9487108694572279
11,0.8053027676442556,0.3907672541521575,0.9869551284942961,0.27381335587704314,0.5981414545128028,0.9408913770705268,0.9434332561154466
12,0.8050984310309963,0.3915040157377865,0.9892426644122841,0.27381335587704303,0.6182437590653982,0.9364705098247474,0.9433433922072234
13,0.8056023505217605,0.39175514240795095,0.9871183392317987,0.27381335587704175,0.622245598018485,0.9398337136478918,0.9428063411501577
14,0.8163951338966143,0.3911498109138034,0.9846905682614295,0.2861008946433082,0.613789281560934,0.939248168848214,0.9458477488968803
15,0.8042778032132747,0.38999083063830314,0.98886105500745,0.3188795163493828,0.587357036532786,0.9378015472128379,0.9298618305442933
16,0.8055568480163993,0.3917434288612593,0.9890435376246288,0.273813355877039,0.5974896716643168,0.9430710943429618,0.9415922390065119
17,0.8070173592452652,0.39107808814136064,0.9887718001876421,0.29819293761144255,0.5967983861430005,0.9431219062684185,0.938499579304917
18,0.803367059960776,0.3920308948753285,0.9875864048763037,0.2738133558770394,0.6123084878571845,0.9348905963158258,0.946081351176117
19,0.8059446186851881,0.3906347682113308,0.9894131691818275,0.273813355877039,0.6249706105971524,0.9406058626841675,0.9393907018551525
