,EN,SGD,RF,GBR,SVR,GPR,kNN,NN
0,0.3207225045245148,0.36794905302554176,0.8445246422888183,0.8503368827220252,0.6067230585145468,0.3172440848140226,0.3897993182209555,0.7942992094938401
1,0.37672403714264013,0.3478717742949043,0.8277691693954319,0.8316512041711983,0.6330397074558743,0.3444773437210599,0.3414377239276513,0.7091898149115681
2,0.31078125151000113,0.37893871283934427,0.8351221028477833,0.867187944138547,0.6221154748121137,0.28971502421346745,0.335247767462785,0.7714922268475323
3,0.3285926950063663,0.3846580235303695,0.7621574830695729,0.7940108566307038,0.614512304296702,0.3066178584296695,0.3718949885065739,0.7233150794448665
4,0.3247994004201008,0.3658309540839341,0.8561061273470952,0.8957821578591523,0.586551788864367,0.33321392411255313,0.3310809006875534,0.7676738184837237
5,0.32043504075044893,0.36827172631545796,0.829051100412095,0.8429378612760451,0.6008433115049088,0.29578782769719075,0.3333591850484258,0.7444826554197915
6,0.2940007956366844,0.3820454069022683,0.8060869104241833,0.8410783520174008,0.5848721268721113,0.28976871693943657,0.3743349657327975,0.746690648307191
7,0.27381335587703487,0.38111920192483767,0.8500130705428278,0.8528289797831433,0.5982072398630024,0.25145155093896604,0.33665636784982766,0.7246996863104861
8,0.33917297694165655,0.38399632152367985,0.8025616214872108,0.8384613105155653,0.6272576567765186,0.3363546752709615,0.3608516843544765,0.7345199813966783
9,0.2738133558770378,0.37206230507408367,0.828611688230149,0.8782283395946939,0.5966895329207907,0.3119281527080303,0.36963794166237096,0.7677530340615754
10,0.307457715473473,0.3655626709263095,0.854385265590313,0.844211835158451,0.6330792467050647,0.30203440211962956,0.3986611276077537,0.7202343608651425
11,0.27381335587703326,0.37655017262734897,0.8280461910663356,0.8107706631256485,0.6084937823632046,0.3026238634541647,0.37579380772932197,0.8080739501104774
12,0.3237279429029846,0.38305727712282006,0.8435291020538619,0.8766678547700029,0.6122079627767084,0.2533937412380882,0.343742988440733,0.7477746968806627
13,0.2738133558770443,0.3722830769709754,0.825157757730144,0.818701047544966,0.6433484586931537,0.31133221235267006,0.3974602575513339,0.7683884506222439
14,0.3510198162533881,0.37629850541371723,0.7769572319768014,0.84544426175073,0.6084889763308177,0.2675718783690948,0.3257550008429726,0.6709537773616782
15,0.3005004765057273,0.3608031795548639,0.8169033919548907,0.8109108093766877,0.6133789512648703,0.347392217890118,0.3300635920860209,0.7480325127434863
16,0.27381335587705247,0.38192923119112343,0.8437532243541397,0.8821341008559802,0.6086093674816018,0.24765344675804302,0.34674723861361045,0.6993457161353114
17,0.3405284169401137,0.36437937052474023,0.8780979058382721,0.8864391016128491,0.5948380862914245,0.3061007156937372,0.3284381923648918,0.7474251546487275
18,0.33457067385936196,0.3785888888836239,0.8218122308993614,0.8411636190038152,0.6077230879463328,0.28447583358080963,0.3416594200956814,0.7364354061340355
19,0.273813355877046,0.3795402086087538,0.8427436428754735,0.8863183124401868,0.592388896603992,0.26610274770498193,0.34549666718336886,0.7672741008777804
