,EN,SGD,RF,GBR,SVR,GPR,kNN,NN
0,0.2738133558770523,0.3909796076589939,0.9677550800090003,0.9326960751738884,0.7549741174759834,0.6123520927554351,0.527854265382124,0.9063806628575797
1,0.2901470564197692,0.39160561903350066,0.9685822961762228,0.937860520417802,0.764200845148192,0.6362857033777027,0.5318653918588242,0.903762964256922
2,0.2738133558770386,0.3840029167812605,0.967535692423268,0.9292343272478168,0.742406779111733,0.5961316808647967,0.4853571921366675,0.9175953195679439
3,0.27713901999173357,0.3899677944765193,0.9655785911964795,0.9350155927220462,0.7557011353304797,0.6032170598657164,0.5261536930562878,0.933453050967618
4,0.2738133558770358,0.3918226941700152,0.9689349424083641,0.9239807911478318,0.7566978609112687,0.6009826957216382,0.5262736557281935,0.9225333117927678
5,0.2848706625321614,0.3841499174566143,0.9739177099802593,0.9334249008324246,0.749369874104642,0.5987270787912038,0.49859959862374575,0.9261945850560166
6,0.27381335587704303,0.3910629411119719,0.9675700244419289,0.9344914011697715,0.7571917856566074,0.6114495010301463,0.5258111516113771,0.9201756638569724
7,0.27381335587703887,0.39016258091744505,0.9725185994829872,0.9373456092491708,0.7622874688441781,0.5970418890357332,0.5389616279444299,0.9173015233178624
8,0.27381335587703326,0.3851954610308903,0.9691329763607005,0.9372880362419379,0.7475600598978912,0.571297780065047,0.4965575793475555,0.9116142222900919
9,0.2738133558770304,0.3887118376141229,0.9702214106416965,0.9340877904528907,0.7583070426998617,0.5749333214218073,0.48868503311278844,0.9186340995644507
10,0.3306256568417201,0.3870053327760252,0.9708598883086246,0.933982291351174,0.7727098882793633,0.6640121362893462,0.5414553788265757,0.9161484108996077
11,0.2738133558770355,0.38808377135819644,0.9751619903652802,0.9324978415052866,0.7482353703063372,0.5794145821661308,0.5241172294927773,0.9193072413123439
12,0.2738133558770284,0.38550263000581547,0.9718189236686633,0.9367840150882518,0.7553602218906204,0.5807446685383847,0.5079253304845625,0.9131425408118641
13,0.3405117671422519,0.3893377236573189,0.9805858524174955,0.9369667819791998,0.7727441391454993,0.6426121494763825,0.544142050452499,0.9170432319179573
14,0.27381335587703487,0.3915421518177672,0.961370523022887,0.9340049421061385,0.7620216012015517,0.6177068204949072,0.5329875954903068,0.9199796357722938
15,0.2738133558770405,0.39041420574672137,0.9697312060128763,0.9339932116017429,0.7575700631223127,0.5984268206785734,0.53415243148203,0.9175323877724243
16,0.3110699756199924,0.3895440119822872,0.975096785298709,0.939398275978833,0.7645456171271524,0.647632962507994,0.5409794877137513,0.907066356885194
17,0.2738133558770441,0.38460572512712726,0.9758582681720428,0.9313506935760243,0.7517101918500853,0.618163832224721,0.4994379883121027,0.9288767938865172
18,0.2738133558770359,0.389507714328242,0.973705618830345,0.9333188445399622,0.7642236037215752,0.6310083737001022,0.5356696158678376,0.9196500727752154
19,0.2738133558770427,0.37773927598957185,0.9749905925698711,0.9328211874329504,0.7613087215943222,0.5893644486462184,0.4948119816969475,0.9145156118754377
