,SGD,RF,GBR,NN
0,0.38367003293345187,0.7853383125313841,0.8271377023460277,0.7319941334140382
1,0.3866270178602352,0.8063771339153275,0.8420879417583151,0.7693809088868269
2,0.3829147197195094,0.8043990929779924,0.8276127768881617,0.6684836139163491
3,0.3865432269618788,0.7487844517234931,0.7947146110111796,0.74872830018543
4,0.37944554717826895,0.8339935192803399,0.8731923702218696,0.6398666788684997
5,0.3815289066443172,0.8402293272389292,0.8752379540593485,0.7051767952417077
6,0.3704309521565001,0.7488591339941105,0.8298627118865156,0.7108344257602506
7,0.37365478394723395,0.672834666779317,0.7686492871353985,0.7156205118144392
8,0.3635716539404871,0.7923304568573879,0.7769474778093257,0.6686383916614258
9,0.3771669750924378,0.8490578785784393,0.8244843950141015,0.7431631961757602
10,0.37538985271386094,0.8457169835719291,0.8765987539319013,0.6598142891681562
11,0.3661619297812097,0.8296543628343286,0.850817106947383,0.7094190473485422
12,0.37840434035588744,0.7507820619235714,0.7756111194405108,0.664455223455364
13,0.372060772200497,0.7740867099450687,0.8538136432356729,0.6282717460137511
14,0.3857989203895236,0.792870194659722,0.8674622959253266,0.74354559274333
15,0.37508601691382504,0.840083201553104,0.8704974725035105,0.8017869417734562
16,0.3713880739980106,0.7922240390310464,0.872845338799751,0.7285502786223265
17,0.3687898566584283,0.8252638742400257,0.904096367703763,0.6869124326195988
18,0.38053736982505126,0.8363544819789887,0.895969134084078,0.7179535994197279
19,0.35550725936957134,0.7675231281196895,0.80898202206659,0.7607796542981917
