,SGD,RF,GBR,NN
0,9.9,3.3,2.8,12.3
1,12.0,1.2,4.3,9.5
2,18.0,12.3,6.7,14.3
3,12.4,5.2,0.8,18.6
4,13.7,6.0,6.5,15.1
5,15.8,6.0,2.7,8.7
6,7.7,1.0,2.3,13.7
7,13.5,2.0,2.3,17.3
8,10.1,0.0,1.4,11.9
9,11.3,4.0,7.0,8.4
10,17.2,2.1,3.5,13.4
11,10.7,0.8,1.9,12.9
12,16.9,6.2,3.5,8.8
13,18.5,11.4,11.4,15.3
14,15.7,2.3,5.3,7.2
15,10.5,5.3,10.8,8.9
16,17.7,3.4,4.2,16.8
17,11.4,2.5,1.4,7.7
18,17.2,4.8,8.2,13.9
19,8.1,6.7,4.7,12.2
