,SGD,RF,GBR,NN
0,0.3131470557462312,0.5483411854535561,0.46693322409274474,0.3020292986003366
1,0.2857063220516662,0.5784355848622766,0.6357764348888035,0.48669657272607436
2,0.2629488373460705,0.507205449750177,0.5451238741449652,0.41262497432575623
3,0.2893503671675512,0.5807161997415257,0.5249066790533046,0.4415287960363568
4,0.3131148050494978,0.5731481584613857,0.5379864007271016,0.0016704056793672318
5,0.24897514386419248,0.5665129044245238,0.6892008665576117,0.33924766083992375
6,0.34107189936702464,0.44739001052620603,0.4903337742871445,0.6090298456416545
7,0.3561654412124134,0.6438580717335182,0.7773940246875192,0.5538452600552753
8,0.3430861618501842,0.5141352336057351,0.4843037759784857,0.46723081904203795
9,0.35056553592733136,0.6208336989311384,0.6724641679430877,0.4933208012066659
10,0.3580803344564144,0.5074070436706893,0.5716162501405418,0.4948878671133034
11,0.31190894958166365,0.44016363840795447,0.7271586351898394,0.42961093672214223
12,0.38048935882193186,0.7408297430372593,0.7593326867502167,0.5820935538241805
13,0.27690915750019424,0.5380151748046891,0.5578493146148966,0.28099967751065064
14,0.3611513731737624,0.5934715446528235,0.7318189915556612,0.5584084404391052
15,0.3543617213516883,0.5656130274405544,0.5981854485494226,0.5013925436545592
16,0.3433072885529205,0.564776126632091,0.6239618370136433,0.6345522508862557
17,0.35195519403088843,0.5253216954153531,0.49731706955524957,0.0025473955774443805
18,0.33150061263694736,0.6708546433187244,0.48108011477464446,0.4443921564654854
19,0.3484186134822888,0.5190504687782913,0.6608270518860083,0.588901543281505
