,SGD,RF,GBR,NN
0,0.3679910651677869,0.5421391077965457,0.5560961663476326,0.567939299056716
1,0.22094010589529395,0.4614354598815293,0.6119963790659625,0.29572064537203624
2,0.3359171216801179,0.5153512571157702,0.46570846054973775,0.47038544411721755
3,0.33713862325024074,0.5373402716360722,0.5550965268267882,0.39894909505215764
4,0.35373997143967006,0.5978875667847194,0.6183235805494239,0.03949414698713112
5,0.2722161998810067,0.5971376569480967,0.7557565348448564,0.35152982582694364
6,0.3097437684690193,0.6021679020761416,0.7178308471946409,0.27807024685774495
7,0.31729126832349747,0.6733138675856821,0.710646489569747,0.48921646713698486
8,0.3312757133485194,0.4301120161391808,0.6126548804408039,0.3191627869511809
9,0.33307610965397844,0.4594908663010022,0.6918555366606939,0.5103230080855102
10,0.3635554145075216,0.597950964258811,0.6296055855824814,0.0038211562487534215
11,0.3222606803758371,0.5151603976078307,0.5835880865736043,0.3796434913437421
12,0.2844870966623374,0.6206873085835373,0.6936018430518924,0.2255659184312199
13,0.34354899049300136,0.46078548727320573,0.5328303339548478,0.6005936567534633
14,0.16522216593505565,0.4266966926907763,0.38863276040798994,0.375810773281025
15,0.30531019869746023,0.5429750365556845,0.6088698794948222,0.5873742378970027
16,0.3142231311115189,0.6230123643653068,0.7425852927684833,0.6009343158019335
17,0.34225847045895486,0.5918549357293426,0.6109242024476771,0.4546083496317717
18,0.3240263443286484,0.547786888516647,0.660485073751575,0.48068168365291036
19,0.24071773535600563,0.42295085238831664,0.4840854137198779,0.38684855914492
