,SGD,RF,GBR,NN
0,16.1,10.5,1.7,16.8
1,11.4,2.8,4.9,6.8
2,14.8,6.4,0.6,13.0
3,12.0,5.5,4.3,10.8
4,7.5,2.4,6.6,3.7
5,8.0,1.1,3.1,4.9
6,12.6,5.2,2.4,5.3
7,11.1,3.3,0.8,3.5
8,8.0,1.6,4.9,8.7
9,13.9,2.7,4.3,10.5
10,13.8,6.6,2.3,15.9
11,9.3,5.2,4.6,5.5
12,17.4,7.7,4.5,13.5
13,12.2,4.7,2.6,10.8
14,10.4,6.0,5.5,8.0
15,6.2,6.5,5.5,7.1
16,13.4,1.9,2.7,11.5
17,11.1,4.9,6.6,14.8
18,15.0,9.0,1.9,13.0
19,8.6,4.9,7.1,8.1
