,SGD,RF,GBR,NN
0,20.2,6.9,16.7,20.8
1,23.2,19.6,21.3,26.3
2,24.9,15.5,31.1,18.2
3,25.8,11.2,12.1,25.8
4,26.1,20.1,17.3,27.8
5,26.3,10.5,18.5,29.6
6,21.9,6.5,6.3,17.7
7,22.6,7.3,17.9,32.4
8,25.1,18.9,24.1,32.2
9,16.6,10.4,4.7,18.9
10,18.4,17.3,11.3,20.7
11,16.8,4.1,12.9,24.7
12,19.5,6.1,15.0,29.0
13,20.7,17.3,14.9,24.9
14,23.9,14.0,17.0,31.4
15,18.2,15.5,10.9,24.7
16,24.0,8.5,11.0,30.4
17,24.3,17.8,14.3,30.9
18,26.9,14.7,10.4,25.7
19,25.2,17.3,19.8,31.8
