,SGD,RF,GBR,NN
0,0.3865785203695053,0.6912895658138823,0.7854375790352962,0.6368481463599881
1,0.3780595952642924,0.8192601448777997,0.8767254882040557,0.6868687807207351
2,0.3529261595351042,0.770860294552742,0.8457201618993626,0.6784145774113632
3,0.38550257947539357,0.8150586304874892,0.8402141426367585,0.6284721831289258
4,0.38816895568508664,0.7841953204383083,0.8338279089336184,0.7223210257688372
5,0.37426532992324696,0.824455016931164,0.857900014529178,0.6997729983331988
6,0.3798080446889072,0.8030477798519888,0.8760042914561773,0.624390888768142
7,0.3804378891876741,0.7325565566855323,0.8568346435798538,0.7902263984235715
8,0.3618927628783162,0.7990618222282485,0.882224785089028,0.749093156761422
9,0.37995920100529956,0.8050468702189059,0.8875038248756966,0.7292484116391695
10,0.36335509012998346,0.858237218071893,0.890806797056574,0.7198879379281325
11,0.3808875915257568,0.7309496086324662,0.7855210104571259,0.7045570829912327
12,0.3717880152481213,0.8055025173657976,0.8714418196425896,0.6764501743927228
13,0.38133458593234243,0.7789139109847197,0.8447392584278127,0.7200836340592776
14,0.3800874260212669,0.7515319452526174,0.8280200746120411,0.7273032542060207
15,0.37396862022082994,0.8191749399958635,0.8805820448511776,0.6985515554676189
16,0.3831178766457922,0.8621838117468397,0.8983516302970016,0.7256293466611844
17,0.38189125277740227,0.7493225947012793,0.7538997170852347,0.648384295648014
18,0.36921238999093725,0.808004702943183,0.8468235023087349,0.7126854217348821
19,0.38257767611618004,0.7817131838842405,0.8258108225339735,0.6622960856182184
