,SGD,RF,GBR,NN
0,20.4,7.2,6.7,22.8
1,30.5,16.4,16.0,32.1
2,23.4,11.2,15.9,41.7
3,23.6,12.6,16.7,27.7
4,28.6,9.9,9.3,29.4
5,22.4,15.7,23.6,28.2
6,20.5,15.3,14.2,32.5
7,26.5,13.5,18.7,34.2
8,28.1,19.1,12.4,27.6
9,24.2,28.3,18.7,36.7
10,16.7,8.1,9.4,20.4
11,28.4,11.4,9.2,37.7
12,28.1,13.8,22.0,34.5
13,21.9,19.0,26.7,34.3
14,23.0,11.5,9.0,24.1
15,25.0,11.7,13.0,20.5
16,29.6,23.8,22.9,28.2
17,25.7,9.0,12.0,30.6
18,21.1,17.5,25.5,31.4
19,26.6,13.1,13.2,34.4
