,SGD,RF,GBR,NN
0,28.6,16.8,14.2,33.6
1,20.3,16.4,19.1,23.6
2,32.6,8.0,5.6,31.0
3,17.0,18.7,22.0,27.0
4,20.5,10.0,12.0,31.0
5,27.4,13.8,13.6,17.8
6,17.7,17.2,16.7,28.3
7,21.7,7.3,2.6,28.8
8,27.9,18.5,11.7,34.5
9,12.1,11.7,8.2,21.2
10,20.7,13.2,8.9,23.3
11,21.3,6.0,5.6,24.8
12,20.7,8.3,11.6,26.6
13,21.2,7.5,8.1,24.0
14,26.7,9.9,9.4,29.0
15,28.0,13.3,13.8,29.1
16,27.4,14.2,18.6,34.9
17,26.8,22.3,21.3,25.8
18,24.3,9.2,13.1,23.9
19,29.3,18.8,17.0,35.0
