,SGD,RF,GBR,NN
0,0.3765553785273073,0.730013787014289,0.7781932408238061,0.6236791130774415
1,0.3748507085037542,0.781761520296435,0.812277273997672,0.5732741273459293
2,0.3524028320819367,0.6756406064644337,0.7372333401828062,0.6076512800766078
3,0.37266519395074393,0.6332360019028155,0.7746358846114519,0.365834977856282
4,0.3348937831015711,0.7788098049943213,0.843416935050047,0.6475922679798491
5,0.3490408483567859,0.7775909518209321,0.8335845191587016,0.6122550236057814
6,0.3718272889524594,0.6519154608023936,0.7364545883651927,0.5807030222267856
7,0.3345619345233611,0.5337357505634428,0.6557640811189999,0.622624829272559
8,0.3483096240752457,0.6460489496253662,0.7616351415850656,0.5909457269647783
9,0.34974621282585894,0.7742060349394927,0.5994705319442074,0.5066561541329819
10,0.37121286226471595,0.6445777959873981,0.7115162018093834,0.5395754127472658
11,0.3757568553982761,0.7615647221520566,0.7792702051319061,0.6097592228638837
12,0.3840724313829136,0.6673735070680236,0.6654812995505475,0.5893352131639488
13,0.3510152198891618,0.686075711364534,0.7319860793678534,0.6063604445641321
14,0.3690765984534502,0.6529880736658648,0.7099335849559869,0.5548285844252926
15,0.38785221160835637,0.6766270632452686,0.5948503599446571,0.6855205507210139
16,0.3589764032800715,0.7241138660582381,0.7519538261445474,0.662753486089699
17,0.37760582361985673,0.6680537494742431,0.6954492997208348,0.6392009051606001
18,0.35713694919605904,0.7734077393190895,0.785526577070389,0.5611616027512133
19,0.375305848454642,0.6885957730021504,0.6615655317377143,0.5050318533044882
