,SGD,RF,GBR,NN
0,0.34712730726719754,0.5293208787684394,0.5623979302447014,0.35014972577107584
1,0.3489827044345403,0.5691657981079794,0.5646872436715916,0.4883326780086085
2,0.3715230371858896,0.5795352085190563,0.659359738410715,0.46829678983988554
3,0.29058018568214206,0.5338285826144653,0.6141555190248367,0.4897860185100872
4,0.3564015226006079,0.5366686724623245,0.615884388391424,0.5580732096469537
5,0.23337243112757367,0.4414207985079722,0.6316855097437217,0.37753502254488636
6,0.30212897580946146,0.5518052819496305,0.6444132070215691,0.5200600964465991
7,0.3207011860453082,0.6229082562589194,0.5398021335165875,0.5144634265352045
8,0.30365036815565,0.5681998705187731,0.5634081426874874,0.48106292000114387
9,0.3640597125486884,0.6553311856144212,0.7378416822023909,0.4489371959911877
10,0.3406574222593923,0.4556636098676596,0.5661084679885867,0.03764734259134642
11,0.3226971125393311,0.6053062127204605,0.6075451473879152,1.077151542188972e-31
12,0.3434692158491334,0.4942292275994866,0.5785032809864823,0.5793501472875966
13,0.33390908957778864,0.49727996528106544,0.44807099005610584,0.5739184087547144
14,0.31032648586276856,0.43619942855225324,0.36909338580932305,0.5620069790242631
15,0.29133870130536305,0.6207453571702085,0.7041367967027338,0.517379165660509
16,0.3634099816913718,0.5390097198969361,0.6616118639188486,0.5353736941027909
17,0.2979888709627537,0.4586570364987708,0.648011843133493,0.5293063201003279
18,0.2421612237167901,0.6300845504311854,0.7039524034596076,0.005043614920792015
19,0.3394192569823205,0.6371080412636235,0.6492318895160636,0.4508856369069655
