,SGD,RF,GBR,NN
0,0.3258115579256553,0.6269697047156684,0.6681777823648858,0.5012440893057188
1,0.3393805787192451,0.529890992845178,0.7113833391271489,0.5077711390644912
2,0.33964507067052135,0.5995141536662942,0.48386832488435216,0.03041381983245964
3,0.2810541967712288,0.46402324030400827,0.3985932736796414,0.32820176974425735
4,0.3192073293318638,0.6660076112760144,0.7429603623854923,0.5273488349462061
5,0.3279061939616452,0.6595069132354079,0.6842383838594859,0.5683624569145245
6,0.3312160858829873,0.6152876843595252,0.7199590028735355,0.5563128077721098
7,0.3415802025895777,0.5962115334553411,0.6106187621449837,0.5068407846272628
8,0.28032930334740813,0.5970417385937056,0.6514488851787349,0.41262783184880203
9,0.36111508780906754,0.5367559675415008,0.6377954737921696,0.5097809907170302
10,0.3794553819494106,0.6532111850417223,0.7450246600718345,0.5007700362729323
11,0.3435057433792404,0.512894404852396,0.5254551056866511,0.40912021227808787
12,0.32493932176008056,0.5958771545926517,0.527977985569319,0.48336468744981576
13,0.3046205868860532,0.5787717449035491,0.6229032062580916,0.4279433492911667
14,0.3211361397393072,0.5791636477211314,0.49890926424037174,0.5129989371781872
15,0.3305736006683343,0.5659819611888283,0.5402236712421277,0.43157026769620604
16,0.342873677216105,0.627023517860989,0.618294625701183,0.4963996553560218
17,0.30062237461674457,0.5023114702716882,0.6381698223309885,0.00650670761404255
18,0.24325777148759514,0.5620425275180158,0.5542525417615448,0.00033211187735681546
19,0.2951798474417788,0.7052895567128504,0.7902791126256895,0.5214620019192908
