,SGD,RF,GBR,NN
0,0.37212231891539316,0.7705086524955899,0.8054899691736803,0.6990374835805301
1,0.37910577508575105,0.7951123193516607,0.8816049670641857,0.6464413145917325
2,0.37424762125897915,0.7632159002416419,0.8784901447039554,0.7244914565132421
3,0.3861974646953241,0.8059765262141955,0.8393562684394588,0.6727755761542086
4,0.3806899618033625,0.7084979579373276,0.8695290712231851,0.6729589390369878
5,0.38260902605768016,0.6902322638690069,0.7147583070684258,0.6948159495087597
6,0.37388542545030184,0.7961408964979975,0.8623890664520584,0.6988268694186857
7,0.3754772670943922,0.7317424843775958,0.8569955919470618,0.7313610676490854
8,0.37290316983561067,0.7384889916666805,0.8333788880597777,0.7325041330982768
9,0.38020096561540423,0.7555563051361414,0.7954464154170766,0.658448009407367
10,0.3700492405297457,0.8171174336755574,0.9025388914323439,0.6676009563393815
11,0.3711411075164158,0.7659346213778061,0.8667341595507855,0.6518255663746415
12,0.37344438123830587,0.7148652857042681,0.8207578812059758,0.6913145852674857
13,0.38118394802336086,0.7919228124962847,0.8604296418385173,0.6261829247191117
14,0.3852134075961724,0.7774230827983013,0.77804970910214,0.746293420425962
15,0.3752862761301517,0.711014661152487,0.7743190348045946,0.6636190709526179
16,0.35055488223691017,0.7449914350265369,0.8662664654545914,0.6402365602266322
17,0.3596757114651225,0.7619844330565859,0.844742260727768,0.5891181539894654
18,0.36482065905816374,0.7271776020277803,0.7882735117176165,0.666101935850545
19,0.3682788831858492,0.6920030857717614,0.7614650421535445,0.7206701725724917
