,SGD,RF,GBR,NN
0,0.39219391468412873,0.8835880873348979,0.973882407321361,0.9202112374475215
1,0.3861494760043388,0.8884460999104721,0.9807356058989839,0.8886455225372515
2,0.392641051086108,0.9026152932949429,0.97457394167501,0.9088610204332817
3,0.39023302796901976,0.9006905911018653,0.9784059475530316,0.9004166628145612
4,0.39039858970883945,0.8967935293855956,0.9803848578119224,0.9234080348026394
5,0.39200083299592325,0.9236105300440338,0.9776300513075249,0.9115719448167945
6,0.3884459335177968,0.8900766359043748,0.9730273155387997,0.9128135055483194
7,0.38882399523071043,0.9127642262214384,0.9623635744635702,0.9158093329385312
8,0.3896964161035726,0.8941320446253165,0.9684267953103031,0.8897767333176958
9,0.39025079900878623,0.9002696567897055,0.9808661775789603,0.8845519077404068
10,0.38961223879232376,0.892371071906037,0.9436686127559382,0.894171664331859
11,0.38848292092769093,0.8903906915875769,0.9782020782323937,0.9131270190060926
12,0.38668346145793564,0.9082221771427599,0.97868064554399,0.9008408875146554
13,0.3901237020298591,0.8860762080845924,0.971451351863431,0.9125580317722601
14,0.3904861341019736,0.8747084528631791,0.9804695859554846,0.9119728768425291
15,0.3916254354144011,0.9036529781225864,0.9776481279126981,0.9226703210020388
16,0.3864585859977828,0.9052396939740391,0.9780922680980002,0.8794448737187451
17,0.388435658987138,0.9152449065034806,0.9795371844748066,0.8993100492130126
18,0.3887994727510654,0.8915372865322578,0.9805760213459919,0.9004999998147798
19,0.39022503921982454,0.8902175023762462,0.9738160937861282,0.8983337250285777
