,SGD,RF,GBR,NN
0,0.38447803373834843,0.887670233214785,0.9463760114866432,0.8627541858815871
1,0.3837717927142261,0.8939166158154198,0.9656083748105325,0.8786367522993864
2,0.38220131850531297,0.8916745506794005,0.9382213134343858,0.8921256624414258
3,0.38832240947584257,0.8915080219551138,0.9542004836669591,0.8653785667527727
4,0.3805425136775338,0.8909013429276731,0.9627594016314329,0.8531283875213767
5,0.38647833274835464,0.8670373479461815,0.9205176379997514,0.8768455101785781
6,0.3826131653835097,0.8608426542279918,0.952451490053665,0.8604735275038192
7,0.3851315735329502,0.8578658746695925,0.9308957514136195,0.8392733447373509
8,0.37995228430802186,0.8847879373045757,0.9424418580619243,0.8680352137405656
9,0.38344119744748595,0.8936186533386415,0.9439624895251241,0.8574273811027896
10,0.3882427712549814,0.8722763941999908,0.9267763289335075,0.8671855352316086
11,0.3898273198452611,0.893639276761167,0.944643976699352,0.8783273610965752
12,0.3886469706819466,0.8989952738680452,0.964455918491099,0.8402090152344752
13,0.38734078069559236,0.8815049579912215,0.9285104377604685,0.8684894484284489
14,0.38682585187296487,0.8747137697938073,0.9594131031090555,0.8510916143098384
15,0.3887694560601344,0.8730181427364244,0.957898563969485,0.8717430143521611
16,0.3807102595933485,0.9034173826813963,0.9536216200148798,0.8553396497002725
17,0.38950898691976377,0.8708945731401304,0.9463644184327072,0.8546652171443994
18,0.3888050221689239,0.8966753880448356,0.9451000012905161,0.8573842731757587
19,0.38935689502769744,0.8970368484959081,0.9424267711240693,0.8871777296339147
