,50,200
0,0.4810101704916666,0.7840126916467072
1,0.6039717410237174,0.8504078659848793
2,0.647900143771306,0.8663800160833924
3,0.6732473105030763,0.8106035950029664
4,0.6288471790107533,0.909031764924581
5,0.6938305596544265,0.8558484721399172
6,0.7044094786067824,0.8229256780521963
7,0.5820441616530849,0.8521579776526061
8,0.7294277215591944,0.8590518595041472
9,0.6221738463188444,0.862695997428818
10,0.4825649426316777,0.8848204886490826
11,0.7100117613264959,0.7730464664091963
12,0.7168620527624705,0.8938199007718519
13,0.6998771730631791,0.8798218304939894
14,0.6276593995036788,0.8732079819144791
15,0.5579634578833813,0.9063341321498397
16,0.523687586405072,0.8225448499784106
17,0.6178311897463722,0.8474497706178359
18,0.6925479934206198,0.8576178250623597
19,0.6206986468179997,0.889191155557132
