,50,200
0,0,20
1,2,22
2,0,18
3,17,18
4,2,23
5,2,31
6,0,12
7,13,18
8,6,14
9,10,25
10,0,31
11,0,14
12,0,23
13,0,15
14,0,4
15,5,15
16,3,12
17,9,20
18,7,8
19,0,9
