,50,200
0,0.24807744397500103,0.37916633876509587
1,0.2562443375245502,0.4004442471029862
2,0.17409382171412507,0.36052755800850456
3,0.1651395933078524,0.3341200155393284
4,0.2250790121711996,0.38800860441563007
5,0.20158497910921536,0.35989103359011454
6,0.2332364730918684,0.3817248799790409
7,0.19524127218869397,0.3913129211472012
8,0.24188782264617784,0.3916975053022577
9,0.21934459349114035,0.3440384178506156
10,0.1866016902283364,0.38837324143931085
11,0.26852379417120387,0.3755505070476424
12,0.2568132877996033,0.36539666163438833
13,0.2592381255519093,0.34139942409230045
14,0.2312268291374786,0.36768350613754885
15,0.21482950496563355,0.3545627357156686
16,0.18371673535333932,0.38896542313587756
17,0.2188916566098507,0.3932759552361643
18,0.1747654200786318,0.38865922334557246
19,0.22928072771347416,0.4098673292139817
