,50,200
0,0.30898015611657176,0.4625533030716256
1,0.4231392958224659,0.4578573700600746
2,0.4451050074839264,0.4730951836944489
3,0.5878958381701973,0.4528896373938619
4,0.5505832422540043,0.47970119706444025
5,0.5546794019454111,0.4690783752653111
6,0.6489481987694037,0.4607036200451245
7,0.5843695452491419,0.4612261952512583
8,0.6126477046167894,0.4925750155771263
9,0.43210875986700453,0.45761732971503016
10,0.44013560777618516,0.48079306408035843
11,0.35033982763508476,0.464561071216117
12,0.6636413145454169,0.47886177371552935
13,0.41412123557881303,0.47237845348086066
14,0.4881593554477628,0.47329980781428627
15,0.45709177199078965,0.4607196637397664
16,0.597746220150905,0.4664445906063846
17,0.53508019412722,0.4661492484650884
18,0.48686052616954945,0.47567080907007875
19,0.6062018664951011,0.4530410102152716
