,50,200
0,0.25728774813328975,0.36487349643696015
1,0.26415348921966714,0.3612907515098973
2,0.22744212062722188,0.3649756753979164
3,0.25908403023049653,0.36869611199622687
4,0.24568186152503288,0.37808798520219006
5,0.23126319587711477,0.36358027149319433
6,0.25071039767855385,0.37044391314882125
7,0.2469796930979849,0.3672204631538488
8,0.2536560668183012,0.37386331166016673
9,0.24941596911270633,0.369013106320041
10,0.25777115989756977,0.3680219946697763
11,0.24728939478556133,0.37150882293015697
12,0.2584201690959122,0.3633639701336639
13,0.22949394462748585,0.3727593990378685
14,0.25478861360405375,0.36395674520796856
15,0.255965550943758,0.36826085356734745
16,0.23563767891634813,0.3618477712237214
17,0.27394792945151974,0.3659363297961716
18,0.231120031532328,0.36569650125606123
19,0.2677344061771928,0.3720990041950006
