,50,200
0,0.6125043241188368,0.721954590699065
1,0.4263513106122535,0.7901284534791728
2,0.38036692116013837,0.7572144625102218
3,0.3557865461196833,0.7554247945671679
4,0.6359884057387208,0.7140266247371125
5,0.4201232771978812,0.6954110081281324
6,0.48650542788845086,0.6965101403054244
7,0.30090885975582193,0.6972347345492864
8,0.5036052338634465,0.7454806540989023
9,0.5460769425350349,0.6904949059446738
10,0.41820255116359734,0.6045902882078528
11,0.5550617186763538,0.5728876260966819
12,0.5315068410344674,0.6851792582787496
13,0.2769842060460761,0.6860469591410536
14,0.40936082390229245,0.6892929367847487
15,0.46178490777625686,0.7807770583934115
16,0.4221133557788111,0.7301023987963061
17,0.37564974069626117,0.5906569663019204
18,0.488804353880169,0.737389636062362
19,0.26388584832163453,0.7240589677573035
