,SGD,RF,GBR,NN
0,29.0,15.5,16.3,31.5
1,27.0,12.5,21.8,29.9
2,24.1,15.4,13.0,23.1
3,29.8,19.8,17.1,35.9
4,29.1,18.7,14.2,27.7
5,23.6,6.6,16.4,32.1
6,20.3,13.3,14.0,27.3
7,21.9,13.5,16.1,28.3
8,24.8,15.1,23.4,34.2
9,27.3,17.9,15.6,25.6
10,28.0,17.7,20.4,32.6
11,33.9,21.9,22.2,31.1
12,29.5,10.1,16.5,30.8
13,23.4,10.0,14.0,21.7
14,23.1,17.0,16.5,26.1
15,29.1,19.4,21.6,37.0
16,22.2,17.0,15.0,33.3
17,25.3,17.9,16.2,25.6
18,13.9,10.9,12.6,25.4
19,17.4,14.5,16.0,20.0
