,SGD,RF,GBR,NN
0,16.6,5.5,7.9,20.7
1,19.9,7.1,12.1,19.5
2,23.7,4.3,11.7,24.2
3,14.2,8.6,10.5,23.0
4,20.5,10.1,10.1,22.9
5,14.8,4.5,10.7,20.4
6,15.6,7.0,9.3,17.5
7,22.2,8.4,12.0,20.0
8,26.1,7.9,17.5,22.6
9,18.7,8.4,13.3,28.9
10,22.7,8.8,8.1,25.6
11,23.3,5.9,9.6,17.2
12,10.7,11.3,13.6,16.7
13,16.4,2.0,7.7,19.2
14,22.2,0.0,3.2,18.3
15,17.8,2.8,10.8,28.0
16,23.9,11.1,11.7,25.9
17,22.2,4.5,7.4,29.5
18,21.6,8.5,10.8,20.7
19,24.7,8.4,8.1,26.3
