,SGD,RF,GBR,NN
0,12.9,11.1,7.2,24.7
1,21.7,3.8,4.0,24.2
2,24.2,7.7,8.8,22.8
3,19.7,5.4,6.8,20.4
4,13.9,7.0,12.7,16.0
5,16.9,7.6,5.7,12.2
6,16.6,9.1,13.0,8.9
7,19.1,5.0,2.6,12.8
8,16.9,8.5,14.9,19.6
9,19.9,9.2,13.6,15.7
10,19.0,6.8,6.2,16.0
11,18.5,2.9,2.5,19.2
12,13.4,7.0,8.1,16.9
13,10.7,9.4,7.0,12.3
14,15.3,18.4,23.1,13.5
15,21.6,6.2,2.4,15.6
16,14.1,13.3,14.4,15.5
17,23.8,15.7,10.8,24.9
18,24.0,11.6,5.7,20.3
19,22.8,8.8,8.4,21.8
