,SGD,RF,GBR,NN
0,17.0,9.1,3.4,10.1
1,9.2,6.0,5.4,8.4
2,12.4,8.0,5.1,17.1
3,13.8,13.6,4.0,4.9
4,15.6,9.5,3.7,17.6
5,21.5,13.9,12.6,12.2
6,9.6,8.5,6.5,6.5
7,13.4,9.1,9.5,12.6
8,12.0,5.5,3.6,13.0
9,15.8,12.0,6.7,9.8
10,16.0,15.1,1.4,12.5
11,21.7,12.9,9.3,15.3
12,5.3,3.9,1.2,1.7
13,15.2,6.4,2.1,10.0
14,12.9,5.6,1.4,11.6
15,12.1,13.8,5.0,11.0
16,13.3,5.0,2.1,9.0
17,19.3,12.1,12.8,17.8
18,20.3,16.3,7.0,11.8
19,11.5,5.1,3.6,3.4
