,SGD,RF,GBR,NN
0,5.2,6.2,7.3,4.1
1,14.1,5.0,2.1,6.7
2,12.2,9.6,8.6,8.6
3,1.9,0.1,0.5,8.6
4,16.0,13.3,3.9,14.6
5,3.4,2.8,2.3,3.9
6,9.0,6.1,3.1,12.0
7,7.1,5.2,8.4,11.0
8,14.7,5.1,3.9,8.5
9,5.0,2.4,5.6,14.8
10,9.3,1.9,3.8,5.7
11,11.4,5.4,6.0,3.3
12,17.2,3.6,4.9,4.4
13,4.3,5.3,5.1,5.5
14,8.9,6.4,0.2,12.8
15,7.7,2.7,3.2,5.5
16,15.5,1.1,1.5,12.8
17,6.0,2.9,3.6,9.0
18,5.9,2.9,0.5,11.5
19,5.8,3.6,1.2,8.3
